,country,date,cases
101288,Japan,5/15/22,8382913
101289,Japan,5/16/20,16202
101290,Japan,5/16/21,684535
101291,Japan,5/16/22,8404699
101292,Japan,5/17/20,16226
101293,Japan,5/17/21,688212
101294,Japan,5/17/22,8441494
101295,Japan,5/18/20,16259
101296,Japan,5/18/21,693436
101297,Japan,5/18/22,8483562
101298,Japan,5/19/20,16287
101299,Japan,5/19/21,699227
101300,Japan,5/19/22,8523132
101301,Japan,5/2/20,14861
101302,Japan,5/2/21,604644
101303,Japan,5/2/22,7929437
101304,Japan,5/20/20,16321
101305,Japan,5/20/21,704939
101306,Japan,5/20/22,8560475
101307,Japan,5/21/20,16362
101308,Japan,5/21/21,710184
101309,Japan,5/21/22,8596323
101310,Japan,5/22/20,16385
101311,Japan,5/22/21,715219
101312,Japan,5/22/22,8628164
101313,Japan,5/23/20,16410
101314,Japan,5/23/21,719258
101315,Japan,5/23/22,8646671
101316,Japan,5/24/20,16451
101317,Japan,5/24/21,721969
101318,Japan,5/24/22,8679163
101319,Japan,5/25/20,16472
101320,Japan,5/25/21,725861
101321,Japan,5/25/22,8714263
101322,Japan,5/26/20,16502
101323,Japan,5/26/21,730394
101324,Japan,5/26/22,8745175
101325,Japan,5/27/20,16528
101326,Japan,5/27/21,734526
101327,Japan,5/27/22,8772867
101328,Japan,5/28/20,16588
101329,Japan,5/28/21,738229
101330,Japan,5/28/22,8798523
101331,Japan,5/29/20,16661
101332,Japan,5/29/21,741822
101333,Japan,5/29/22,8819323
101334,Japan,5/3/20,15061
101335,Japan,5/3/21,609108
101336,Japan,5/3/22,7959950
101337,Japan,5/30/20,16706
101338,Japan,5/30/21,744696
101339,Japan,5/30/22,8831651
101340,Japan,5/31/20,16741
101341,Japan,5/31/21,746487
101342,Japan,5/31/22,8853455
101343,Japan,5/4/20,15229
101344,Japan,5/4/21,613298
101345,Japan,5/4/22,7986412
101346,Japan,5/5/20,15354
101347,Japan,5/5/21,617358
101348,Japan,5/5/22,8007124
101349,Japan,5/6/20,15455
101350,Japan,5/6/21,621728
101351,Japan,5/6/22,8028779
101352,Japan,5/7/20,15553
101353,Japan,5/7/21,627778
101354,Japan,5/7/22,8068007
101355,Japan,5/8/20,15640
101356,Japan,5/8/21,635016
101357,Japan,5/8/22,8110413
101358,Japan,5/9/20,15755
101359,Japan,5/9/21,641500
101360,Japan,5/9/22,8138766
101361,Japan,6/1/20,16778
101362,Japan,6/1/21,749126
101363,Japan,6/1/22,8876113
101364,Japan,6/10/20,17135
101365,Japan,6/10/21,769694
101366,Japan,6/10/22,9025940
101367,Japan,6/11/20,17179
101368,Japan,6/11/21,771628
101369,Japan,6/11/22,9041278
101370,Japan,6/12/20,17240
101371,Japan,6/12/21,773569
101372,Japan,6/12/22,9054719
101373,Japan,6/13/20,17285
101374,Japan,6/13/21,774951
101375,Japan,6/13/22,9062661
101376,Japan,6/14/20,17360
101377,Japan,6/14/21,775884
101378,Japan,6/14/22,9077975
101379,Japan,6/15/20,17432
101380,Japan,6/15/21,777301
101381,Japan,6/15/22,9094519
101382,Japan,6/16/20,17474
101383,Japan,6/16/21,779008
101384,Japan,6/16/22,9110063
101385,Japan,6/17/20,17520
101386,Japan,6/17/21,780558
101387,Japan,6/17/22,9124760
101388,Japan,6/18/20,17589
101389,Japan,6/18/21,782178
101390,Japan,6/18/22,9139597
101391,Japan,6/19/20,17650
101392,Japan,6/19/21,783696
101393,Japan,6/19/22,9152738
101394,Japan,6/2/20,16829
101395,Japan,6/2/21,752160
101396,Japan,6/2/22,8896430
101397,Japan,6/20/20,17714
101398,Japan,6/20/21,785002
101399,Japan,6/20/22,9160533
101400,Japan,6/21/20,17769
101401,Japan,6/21/21,785870
101402,Japan,6/21/22,9175927
101403,Japan,6/22/20,17812
101404,Japan,6/22/21,787305
101405,Japan,6/22/22,9193205
101406,Japan,6/23/20,17869
101407,Japan,6/23/21,789085
101408,Japan,6/23/22,9209862
101409,Japan,6/24/20,17965
101410,Japan,6/24/21,790759
101411,Japan,6/24/22,9225840
101412,Japan,6/25/20,18047
101413,Japan,6/25/21,792469
101414,Japan,6/25/22,9242413
101415,Japan,6/26/20,18152
101416,Japan,6/26/21,794100
101417,Japan,6/26/22,9256660
101418,Japan,6/27/20,18244
101419,Japan,6/27/21,795382
101420,Japan,6/27/22,9266214
101421,Japan,6/28/20,18357
101422,Japan,6/28/21,796383
101423,Japan,6/28/22,9285592
101424,Japan,6/29/20,18467
101425,Japan,6/29/21,797763
101426,Japan,6/29/22,9308916
101427,Japan,6/3/20,16858
101428,Japan,6/3/21,754991
101429,Japan,6/3/22,8915687
101430,Japan,6/30/20,18605
101431,Japan,6/30/21,799583
101432,Japan,6/30/22,9332302
101433,Japan,6/4/20,16902
101434,Japan,6/4/21,757583
101435,Japan,6/4/22,8933945
101436,Japan,6/5/20,16949
101437,Japan,6/5/21,760233
101438,Japan,6/5/22,8949039
101439,Japan,6/6/20,16995
101440,Japan,6/6/21,762253
101441,Japan,6/6/22,8958140
101442,Japan,6/7/20,17033
101443,Japan,6/7/21,763533
101444,Japan,6/7/22,8975161
101445,Japan,6/8/20,17054
101446,Japan,6/8/21,765414
101447,Japan,6/8/22,8993568
101448,Japan,6/9/20,17099
101449,Japan,6/9/21,767652
101450,Japan,6/9/22,9010356
101451,Japan,7/1/20,18732
101452,Japan,7/1/21,801337
101453,Japan,7/1/22,9355427
101454,Japan,7/10/20,21034
101455,Japan,7/10/21,818341
101456,Japan,7/10/22,9709429
101457,Japan,7/11/20,21420
101458,Japan,7/11/21,820371
101459,Japan,7/11/22,9746584
101460,Japan,7/12/20,21827
101461,Japan,7/12/21,821876
101462,Japan,7/12/22,9822578
101463,Japan,7/13/20,22086
101464,Japan,7/13/21,824260
101465,Japan,7/13/22,9917058
101466,Japan,7/14/20,22419
101467,Japan,7/14/21,827452
101468,Japan,7/14/22,10014835
101469,Japan,7/15/20,22869
101470,Japan,7/15/21,830870
101471,Japan,7/15/22,10118147
101472,Japan,7/16/20,23493
101473,Japan,7/16/21,834303
101474,Japan,7/16/22,10228794
101475,Japan,7/17/20,24090
101476,Japan,7/17/21,838189
101477,Japan,7/17/22,10334366
101478,Japan,7/18/20,24751
101479,Japan,7/18/21,841290
101480,Japan,7/18/22,10410516
101481,Japan,7/19/20,25262
101482,Japan,7/19/21,843618
101483,Japan,7/19/22,10477208
101484,Japan,7/2/20,18926
101485,Japan,7/2/21,803112
101486,Japan,7/2/22,9380327
101487,Japan,7/20/20,25680
101488,Japan,7/20/21,847377
101489,Japan,7/20/22,10629729
101490,Japan,7/21/20,26312
101491,Japan,7/21/21,852326
101492,Japan,7/21/22,10815963
101493,Japan,7/22/20,27107
101494,Japan,7/22/21,857725
101495,Japan,7/22/22,11011053
101496,Japan,7/23/20,28088
101497,Japan,7/23/21,861959
101498,Japan,7/23/22,11211985
101499,Japan,7/24/20,28867
101500,Japan,7/24/21,865553
101501,Japan,7/24/22,11388477
101502,Japan,7/25/20,29668
101503,Japan,7/25/21,870592
101504,Japan,7/25/22,11514977
101505,Japan,7/26/20,30507
101506,Japan,7/26/21,875301
101507,Japan,7/26/22,11711379
101508,Japan,7/27/20,31107
101509,Japan,7/27/21,882971
101510,Japan,7/27/22,11920979
101511,Japan,7/28/20,32092
101512,Japan,7/28/21,892599
101513,Japan,7/28/22,12154082
101514,Japan,7/29/20,33362
101515,Japan,7/29/21,903351
101516,Japan,7/29/22,12375380
101517,Japan,7/3/20,19176
101518,Japan,7/3/21,804990
101519,Japan,7/3/22,9403613
101520,Japan,7/30/20,34670
101521,Japan,7/30/21,914182
101522,Japan,7/30/22,12597610
101523,Japan,7/31/20,36256
101524,Japan,7/31/21,926604
101525,Japan,7/31/22,12795382
101526,Japan,7/4/20,19450
101527,Japan,7/4/21,806475
101528,Japan,7/4/22,9420398
101529,Japan,7/5/20,19658
101530,Japan,7/5/21,807504
101531,Japan,7/5/22,9456631
101532,Japan,7/6/20,19834
101533,Japan,7/6/21,809172
101534,Japan,7/6/22,9502425
101535,Japan,7/7/20,20042
101536,Japan,7/7/21,811361
101537,Japan,7/7/22,9550392
101538,Japan,7/8/20,20249
101539,Japan,7/8/21,813607
101540,Japan,7/8/22,9600360
101541,Japan,7/9/20,20604
101542,Japan,7/9/21,815883
101543,Japan,7/9/22,9655344
101544,Japan,8/1/20,37790
101545,Japan,8/1/21,936852
101546,Japan,8/1/22,12935010
101547,Japan,8/10/20,49627
101548,Japan,8/10/21,1056125
101549,Japan,8/10/22,14902463
101550,Japan,8/11/20,50324
101551,Japan,8/11/21,1072153
101552,Japan,8/11/22,15142572
101553,Japan,8/12/20,51303
101554,Japan,8/12/21,1091187
101555,Japan,8/12/22,15311290
101556,Japan,8/13/20,52475
101557,Japan,8/13/21,1111683
101558,Japan,8/13/22,15494932
101559,Japan,8/14/20,53831
101560,Japan,8/14/21,1131986
101561,Japan,8/14/22,15673273
101562,Japan,8/15/20,55062
101563,Japan,8/15/21,1149874
101564,Japan,8/15/22,15811748
101565,Japan,8/16/20,56079
101566,Japan,8/16/21,1164881
101567,Japan,8/16/22,15977877
101568,Japan,8/17/20,56726
101569,Japan,8/17/21,1184986
101570,Japan,8/17/22,16209238
101571,Japan,8/18/20,57642
101572,Japan,8/18/21,1209082
101573,Japan,8/18/22,16464723
101574,Japan,8/19/20,58712
101575,Japan,8/19/21,1234423
101576,Japan,8/19/22,16725722
101577,Japan,8/2/20,39121
101578,Japan,8/2/21,945330
101579,Japan,8/2/22,13145926
101580,Japan,8/20/20,59890
101581,Japan,8/20/21,1260415
101582,Japan,8/20/22,16978914
101583,Japan,8/21/20,60927
101584,Japan,8/21/21,1286077
101585,Japan,8/21/22,17205062
101586,Japan,8/22/20,61911
101587,Japan,8/22/21,1308422
101588,Japan,8/22/22,17345982
101589,Japan,8/23/20,62655
101590,Japan,8/23/21,1325346
101591,Japan,8/23/22,17554433
101592,Japan,8/24/20,63148
101593,Japan,8/24/21,1347015
101594,Japan,8/24/22,17797923
101595,Japan,8/25/20,63863
101596,Japan,8/25/21,1371426
101597,Japan,8/25/22,18018770
101598,Japan,8/26/20,64766
101599,Japan,8/26/21,1396464
101600,Japan,8/26/22,18211113
101601,Japan,8/27/20,65629
101602,Japan,8/27/21,1420783
101603,Japan,8/27/22,18391173
101604,Japan,8/28/20,66505
101605,Japan,8/28/21,1443642
101606,Japan,8/28/22,18548929
101607,Japan,8/29/20,67349
101608,Japan,8/29/21,1462979
101609,Japan,8/29/22,18644758
101610,Japan,8/3/20,40086
101611,Japan,8/3/21,957431
101612,Japan,8/3/22,13395634
101613,Japan,8/30/20,67949
101614,Japan,8/30/21,1476653
101615,Japan,8/30/22,18797340
101616,Japan,8/31/20,68385
101617,Japan,8/31/21,1494372
101618,Japan,8/31/22,18966848
101619,Japan,8/4/20,41332
101620,Japan,8/4/21,971743
101621,Japan,8/4/22,13634335
101622,Japan,8/5/20,42687
101623,Japan,8/5/21,987060
101624,Japan,8/5/22,13868027
101625,Japan,8/6/20,44172
101626,Japan,8/6/21,1002867
101627,Japan,8/6/22,14095507
101628,Japan,8/7/20,45777
101629,Japan,8/7/21,1018688
101630,Japan,8/7/22,14301928
101631,Japan,8/8/20,47348
101632,Japan,8/8/21,1033214
101633,Japan,8/8/22,14439709
101634,Japan,8/9/20,48789
101635,Japan,8/9/21,1045392
101636,Japan,8/9/22,14652175
101637,Japan,9/1/20,69018
101638,Japan,9/1/21,1514400
101639,Japan,9/1/22,19116684
101640,Japan,9/10/20,73923
101641,Japan,9/10/21,1628732
101642,Japan,9/10/22,20092165
101643,Japan,9/11/20,74565
101644,Japan,9/11/21,1637534
101645,Japan,9/11/22,20173655
101646,Japan,9/12/20,75211
101647,Japan,9/12/21,1644747
101648,Japan,9/12/22,20226491
101649,Japan,9/13/20,75650
101650,Japan,9/13/21,1648920
101651,Japan,9/13/22,20314059
101652,Japan,9/14/20,75916
101653,Japan,9/14/21,1655199
101654,Japan,9/14/22,20414288
101655,Japan,9/15/20,76447
101656,Japan,9/15/21,1662008
101657,Japan,9/15/22,20500172
101658,Japan,9/16/20,76998
101659,Japan,9/16/21,1667699
101660,Japan,9/16/22,20576128
101661,Japan,9/17/20,77487
101662,Japan,9/17/21,1672812
101663,Japan,9/17/22,20647079
101664,Japan,9/18/20,78059
101665,Japan,9/18/21,1677512
101666,Japan,9/18/22,20711125
101667,Japan,9/19/20,78655
101668,Japan,9/19/21,1680908
101669,Japan,9/19/22,20749162
101670,Japan,9/2/20,69610
101671,Japan,9/2/21,1532616
101672,Japan,9/2/22,19246866
101673,Japan,9/20/20,79135
101674,Japan,9/20/21,1683129
101675,Japan,9/20/22,20780883
101676,Japan,9/21/20,79445
101677,Japan,9/21/21,1684899
101678,Japan,9/21/22,20850696
101679,Japan,9/22/20,79776
101680,Japan,9/22/21,1688142
101681,Japan,9/22/22,20928069
101682,Japan,9/23/20,79995
101683,Japan,9/23/21,1691743
101684,Japan,9/23/22,20991907
101685,Japan,9/24/20,80477
101686,Japan,9/24/21,1693838
101687,Japan,9/24/22,21031120
101688,Japan,9/25/20,81050
101689,Japan,9/25/21,1696508
101690,Japan,9/25/22,21077882
101691,Japan,9/26/20,81689
101692,Japan,9/26/21,1698644
101693,Japan,9/26/22,21121413
101694,Japan,9/27/20,82174
101695,Japan,9/27/21,1699792
101696,Japan,9/27/22,21165123
101697,Japan,9/28/20,82476
101698,Japan,9/28/21,1701514
101699,Japan,9/28/22,21215102
101700,Japan,9/29/20,83003
101701,Japan,9/29/21,1703497
101702,Japan,9/29/22,21257275
101703,Japan,9/3/20,70267
101704,Japan,9/3/21,1549337
101705,Japan,9/3/22,19369978
101706,Japan,9/30/20,83579
101707,Japan,9/30/21,1705072
101708,Japan,9/30/22,21293921
101709,Japan,9/4/20,70854
101710,Japan,9/4/21,1565351
101711,Japan,9/4/22,19477797
101712,Japan,9/5/20,71452
101713,Japan,9/5/21,1578258
101714,Japan,9/5/22,19545759
101715,Japan,9/6/20,71903
101716,Japan,9/6/21,1586482
101717,Japan,9/6/22,19657900
101718,Japan,9/7/20,72194
101719,Japan,9/7/21,1597089
101720,Japan,9/7/22,19787682
101721,Japan,9/8/20,72703
101722,Japan,9/8/21,1609477
101723,Japan,9/8/22,19900027
101724,Japan,9/9/20,73211
101725,Japan,9/9/21,1619873
101726,Japan,9/9/22,19999466
212598,US,1/1/21,20397398
212599,US,1/1/22,55099948
212600,US,1/1/23,100769628
212601,US,1/10/21,22613198
212602,US,1/10/22,61923770
212603,US,1/10/23,101399138
212604,US,1/11/21,22817700
212605,US,1/11/22,62709985
212606,US,1/11/23,101538756
212607,US,1/12/21,23040116
212608,US,1/12/22,63563852
212609,US,1/12/23,101603736
212610,US,1/13/21,23268791
212611,US,1/13/22,64429141
212612,US,1/13/23,101637051
212613,US,1/14/21,23503715
212614,US,1/14/22,65308292
212615,US,1/14/23,101642336
212616,US,1/15/21,23748051
212617,US,1/15/22,65724593
212618,US,1/15/23,101645654
212619,US,1/16/21,23965033
212620,US,1/16/22,66210693
212621,US,1/16/23,101653171
212622,US,1/17/21,24141198
212623,US,1/17/22,66870941
212624,US,1/17/23,101734426
212625,US,1/18/21,24282482
212626,US,1/18/22,68003787
212627,US,1/18/23,101863056
212628,US,1/19/21,24439496
212629,US,1/19/22,68913628
212630,US,1/19/23,101954244
212631,US,1/2/21,20670022
212632,US,1/2/22,55396191
212633,US,1/2/23,100777938
212634,US,1/20/21,24627164
212635,US,1/20/22,69644507
212636,US,1/20/23,101991763
212637,US,1/21/21,24819191
212638,US,1/21/22,70450244
212639,US,1/21/23,101996891
212640,US,1/22/20,1
212641,US,1/22/21,25010547
212642,US,1/22/22,70760203
212643,US,1/22/23,102000179
212644,US,1/23/20,1
212645,US,1/23/21,25187886
212646,US,1/23/22,71131122
212647,US,1/23/23,102031232
212648,US,1/24/20,2
212649,US,1/24/21,25327681
212650,US,1/24/22,72039869
212651,US,1/24/23,102086966
212652,US,1/25/20,2
212653,US,1/25/21,25457654
212654,US,1/25/22,72532127
212655,US,1/25/23,102189274
212656,US,1/26/20,5
212657,US,1/26/21,25608948
212658,US,1/26/22,73209225
212659,US,1/26/23,102253390
212660,US,1/27/20,5
212661,US,1/27/21,25764113
212662,US,1/27/22,73712510
212663,US,1/27/23,102270311
212664,US,1/28/20,5
212665,US,1/28/21,25930828
212666,US,1/28/22,74325157
212667,US,1/28/23,102274906
212668,US,1/29/20,6
212669,US,1/29/21,26094127
212670,US,1/29/22,74507829
212671,US,1/29/23,102278398
212672,US,1/3/21,20873235
212673,US,1/3/22,56438983
212674,US,1/3/23,100866744
212675,US,1/30/20,6
212676,US,1/30/21,26244536
212677,US,1/30/22,74708840
212678,US,1/30/23,102307529
212679,US,1/31/20,8
212680,US,1/31/21,26357107
212681,US,1/31/22,75244152
212682,US,1/31/23,102362870
212683,US,1/4/21,21059968
212684,US,1/4/22,57267794
212685,US,1/4/23,101064860
212686,US,1/5/21,21292110
212687,US,1/5/22,57943576
212688,US,1/5/23,101196089
212689,US,1/6/21,21551825
212690,US,1/6/22,58788182
212691,US,1/6/23,101261277
212692,US,1/7/21,21836888
212693,US,1/7/22,59667177
212694,US,1/7/23,101267132
212695,US,1/8/21,22139748
212696,US,1/8/22,60075853
212697,US,1/8/23,101272842
212698,US,1/9/21,22403252
212699,US,1/9/22,60569265
212700,US,1/9/23,101315853
212701,US,10/1/20,7292562
212702,US,10/1/21,43694428
212703,US,10/1/22,96369625
212704,US,10/10/20,7730092
212705,US,10/10/21,44452401
212706,US,10/10/22,96699589
212707,US,10/11/20,7776972
212708,US,10/11/21,44545245
212709,US,10/11/22,96760434
212710,US,10/12/20,7819927
212711,US,10/12/21,44656250
212712,US,10/12/22,96825135
212713,US,10/13/20,7870523
212714,US,10/13/21,44764567
212715,US,10/13/22,96888756
212716,US,10/14/20,7929694
212717,US,10/14/21,44850751
212718,US,10/14/22,96915830
212719,US,10/15/20,7993556
212720,US,10/15/21,44959502
212721,US,10/15/22,96921917
212722,US,10/16/20,8063866
212723,US,10/16/21,45000892
212724,US,10/16/22,96928733
212725,US,10/17/20,8118716
212726,US,10/17/21,45034083
212727,US,10/17/22,96967685
212728,US,10/18/20,8171010
212729,US,10/18/21,45130714
212730,US,10/18/22,97011349
212731,US,10/19/20,8239747
212732,US,10/19/21,45213344
212733,US,10/19/22,97072048
212734,US,10/2/20,7346109
212735,US,10/2/21,43744224
212736,US,10/2/22,96375509
212737,US,10/20/20,8302318
212738,US,10/20/21,45305577
212739,US,10/20/22,97129478
212740,US,10/21/20,8363743
212741,US,10/21/21,45382909
212742,US,10/21/22,97175604
212743,US,10/22/20,8443959
212744,US,10/22/21,45478808
212745,US,10/22/22,97181092
212746,US,10/23/20,8526091
212747,US,10/23/21,45513139
212748,US,10/23/22,97189727
212749,US,10/24/20,8604190
212750,US,10/24/21,45534110
212751,US,10/24/22,97229112
212752,US,10/25/20,8664567
212753,US,10/25/21,45643583
212754,US,10/25/22,97272915
212755,US,10/26/20,8729037
212756,US,10/26/21,45711249
212757,US,10/26/22,97344455
212758,US,10/27/20,8808014
212759,US,10/27/21,45813716
212760,US,10/27/22,97403798
212761,US,10/28/20,8896402
212762,US,10/28/21,45888274
212763,US,10/28/22,97434240
212764,US,10/29/20,8989081
212765,US,10/29/21,45982991
212766,US,10/29/22,97443365
212767,US,10/3/20,7395489
212768,US,10/3/21,43790462
212769,US,10/3/22,96416999
212770,US,10/30/20,9089580
212771,US,10/30/21,46019330
212772,US,10/30/22,97446797
212773,US,10/31/20,9176352
212774,US,10/31/21,46053361
212775,US,10/31/22,97491766
212776,US,10/4/20,7428859
212777,US,10/4/21,43931026
212778,US,10/4/22,96472358
212779,US,10/5/20,7466806
212780,US,10/5/21,44026584
212781,US,10/5/22,96543735
212782,US,10/6/20,7511827
212783,US,10/6/21,44139333
212784,US,10/6/22,96604699
212785,US,10/7/20,7561294
212786,US,10/7/21,44240441
212787,US,10/7/22,96663035
212788,US,10/8/20,7619507
212789,US,10/8/21,44371002
212790,US,10/8/22,96670876
212791,US,10/9/20,7674838
212792,US,10/9/21,44411382
212793,US,10/9/22,96676516
212794,US,11/1/20,9254490
212795,US,11/1/21,46163201
212796,US,11/1/22,97540736
212797,US,11/10/20,10331774
212798,US,11/10/21,46857079
212799,US,11/10/22,97973552
212800,US,11/11/20,10481333
212801,US,11/11/21,46914755
212802,US,11/11/22,97986735
212803,US,11/12/20,10640976
212804,US,11/12/21,47058876
212805,US,11/12/22,97992007
212806,US,11/13/20,10819737
212807,US,11/13/21,47105069
212808,US,11/13/22,97994653
212809,US,11/14/20,10982694
212810,US,11/14/21,47138971
212811,US,11/14/22,98045066
212812,US,11/15/20,11121208
212813,US,11/15/21,47270028
212814,US,11/15/22,98104944
212815,US,11/16/20,11276945
212816,US,11/16/21,47358009
212817,US,11/16/22,98189692
212818,US,11/17/20,11444297
212819,US,11/17/21,47470415
212820,US,11/17/22,98243790
212821,US,11/18/20,11617713
212822,US,11/18/21,47578998
212823,US,11/18/22,98299385
212824,US,11/19/20,11809680
212825,US,11/19/21,47705269
212826,US,11/19/22,98304397
212827,US,11/2/20,9338428
212828,US,11/2/21,46233294
212829,US,11/2/22,97614775
212830,US,11/20/20,12010765
212831,US,11/20/21,47752525
212832,US,11/20/22,98308346
212833,US,11/21/20,12188369
212834,US,11/21/21,47794054
212835,US,11/21/22,98352864
212836,US,11/22/20,12333604
212837,US,11/22/21,47934950
212838,US,11/22/22,98409179
212839,US,11/23/20,12517890
212840,US,11/23/21,48026672
212841,US,11/23/22,98522619
212842,US,11/24/20,12692858
212843,US,11/24/21,48138243
212844,US,11/24/22,98538940
212845,US,11/25/20,12874109
212846,US,11/25/21,48175300
212847,US,11/25/22,98561273
212848,US,11/26/20,12987020
212849,US,11/26/21,48229993
212850,US,11/26/22,98564574
212851,US,11/27/20,13202222
212852,US,11/27/21,48258460
212853,US,11/27/22,98570524
212854,US,11/28/20,13369711
212855,US,11/28/21,48303583
212856,US,11/28/22,98632854
212857,US,11/29/20,13509384
212858,US,11/29/21,48488733
212859,US,11/29/22,98700309
212860,US,11/3/20,9465330
212861,US,11/3/21,46320009
212862,US,11/3/22,97685617
212863,US,11/30/20,13667915
212864,US,11/30/21,48606339
212865,US,11/30/22,98813321
212866,US,11/4/20,9567399
212867,US,11/4/21,46401241
212868,US,11/4/22,97724326
212869,US,11/5/20,9697431
212870,US,11/5/21,46498331
212871,US,11/5/22,97729627
212872,US,11/6/20,9826558
212873,US,11/6/21,46535625
212874,US,11/6/22,97737758
212875,US,11/7/20,9953780
212876,US,11/7/21,46574617
212877,US,11/7/22,97778436
212878,US,11/8/20,10073148
212879,US,11/8/21,46681947
212880,US,11/8/22,97809892
212881,US,11/9/20,10192673
212882,US,11/9/21,46761945
212883,US,11/9/22,97907217
212884,US,12/1/20,13866746
212885,US,12/1/21,48743340
212886,US,12/1/22,98903928
212887,US,12/10/20,15791625
212888,US,12/10/21,49881735
212889,US,12/10/22,99422186
212890,US,12/11/20,16028527
212891,US,12/11/21,49939477
212892,US,12/11/22,99428500
212893,US,12/12/20,16251283
212894,US,12/12/21,49992874
212895,US,12/12/22,99487847
212896,US,12/13/20,16441925
212897,US,12/13/21,50176127
212898,US,12/13/22,99581078
212899,US,12/14/20,16652286
212900,US,12/14/21,50289477
212901,US,12/14/22,99729246
212902,US,12/15/20,16879507
212903,US,12/15/21,50435092
212904,US,12/15/22,99841367
212905,US,12/16/20,17113650
212906,US,12/16/21,50577283
212907,US,12/16/22,99895955
212908,US,12/17/20,17352824
212909,US,12/17/21,50769791
212910,US,12/17/22,99902767
212911,US,12/18/20,17599264
212912,US,12/18/21,50851472
212913,US,12/18/22,99908625
212914,US,12/19/20,17804289
212915,US,12/19/21,50942391
212916,US,12/19/22,99969013
212917,US,12/2/20,14063762
212918,US,12/2/21,48881253
212919,US,12/2/22,98968313
212920,US,12/20/20,17990458
212921,US,12/20/21,51183554
212922,US,12/20/22,100050937
212923,US,12/21/20,18187883
212924,US,12/21/21,51365828
212925,US,12/21/22,100233060
212926,US,12/22/20,18393673
212927,US,12/22/21,51613682
212928,US,12/22/22,100329204
212929,US,12/23/20,18614460
212930,US,12/23/21,51888071
212931,US,12/23/22,100368433
212932,US,12/24/20,18826055
212933,US,12/24/21,52136339
212934,US,12/24/22,100374955
212935,US,12/25/20,18951579
212936,US,12/25/21,52224654
212937,US,12/25/22,100378169
212938,US,12/26/20,19169547
212939,US,12/26/21,52408175
212940,US,12/26/22,100390601
212941,US,12/27/20,19305730
212942,US,12/27/21,52914246
212943,US,12/27/22,100501536
212944,US,12/28/20,19480363
212945,US,12/28/21,53286705
212946,US,12/28/22,100614880
212947,US,12/29/20,19687204
212948,US,12/29/21,53797725
212949,US,12/29/22,100718983
212950,US,12/3/20,14283185
212951,US,12/3/21,49039251
212952,US,12/3/22,98975438
212953,US,12/30/20,19905952
212954,US,12/30/21,54395674
212955,US,12/30/22,100757380
212956,US,12/31/20,20219878
212957,US,12/31/21,54907717
212958,US,12/31/22,100765333
212959,US,12/4/20,14518319
212960,US,12/4/21,49107059
212961,US,12/4/22,98980990
212962,US,12/5/20,14738242
212963,US,12/5/21,49163621
212964,US,12/5/22,99038798
212965,US,12/6/20,14916373
212966,US,12/6/21,49338540
212967,US,12/6/22,99133789
212968,US,12/7/20,15112614
212969,US,12/7/21,49451008
212970,US,12/7/22,99279229
212971,US,12/8/20,15340113
212972,US,12/8/21,49600386
212973,US,12/8/22,99378455
212974,US,12/9/20,15555848
212975,US,12/9/21,49724320
212976,US,12/9/22,99414998
212977,US,2/1/20,8
212978,US,2/1/21,26482919
212979,US,2/1/22,75570589
212980,US,2/1/23,102479379
212981,US,2/10/20,12
212982,US,2/10/21,27459808
212983,US,2/10/22,77613413
212984,US,2/10/23,102855101
212985,US,2/11/20,13
212986,US,2/11/21,27565960
212987,US,2/11/22,77821582
212988,US,2/11/23,102859510
212989,US,2/12/20,13
212990,US,2/12/21,27665519
212991,US,2/12/22,77874376
212992,US,2/12/23,102862879
212993,US,2/13/20,14
212994,US,2/13/21,27755867
212995,US,2/13/22,77933572
212996,US,2/13/23,102886005
212997,US,2/14/20,14
212998,US,2/14/21,27824057
212999,US,2/14/22,78100771
213000,US,2/14/23,102934224
213001,US,2/15/20,14
213002,US,2/15/21,27880161
213003,US,2/15/22,78211154
213004,US,2/15/23,103023231
213005,US,2/16/20,14
213006,US,2/16/21,27939999
213007,US,2/16/22,78324961
213008,US,2/16/23,103083910
213009,US,2/17/20,14
213010,US,2/17/21,28009004
213011,US,2/17/22,78426229
213012,US,2/17/23,103131898
213013,US,2/18/20,14
213014,US,2/18/21,28081254
213015,US,2/18/22,78570116
213016,US,2/18/23,103134605
213017,US,2/19/20,14
213018,US,2/19/21,28156128
213019,US,2/19/22,78602274
213020,US,2/19/23,103136077
213021,US,2/2/20,8
213022,US,2/2/21,26600309
213023,US,2/2/22,75897686
213024,US,2/2/23,102561054
213025,US,2/20/20,14
213026,US,2/20/21,28229709
213027,US,2/20/22,78625816
213028,US,2/20/23,103138119
213029,US,2/21/20,16
213030,US,2/21/21,28284962
213031,US,2/21/22,78705461
213032,US,2/21/23,103198669
213033,US,2/22/20,16
213034,US,2/22/21,28341018
213035,US,2/22/22,78794643
213036,US,2/22/23,103308832
213037,US,2/23/20,16
213038,US,2/23/21,28414848
213039,US,2/23/22,78878687
213040,US,2/23/23,103365511
213041,US,2/24/20,16
213042,US,2/24/21,28489829
213043,US,2/24/22,78945215
213044,US,2/24/23,103378408
213045,US,2/25/20,16
213046,US,2/25/21,28566889
213047,US,2/25/22,79018857
213048,US,2/25/23,103381157
213049,US,2/26/20,16
213050,US,2/26/21,28641812
213051,US,2/26/22,79066699
