,country,date,cases
43266,China,8/14/20,93308
43267,China,8/14/21,117083
43268,China,8/14/22,2339195
43269,China,8/15/20,93392
43270,China,8/15/21,117160
43271,China,8/15/22,2345333
43272,China,8/16/20,93503
43273,China,8/16/21,117216
43274,China,8/16/22,2354676
43275,China,8/17/20,93605
43276,China,8/17/21,117263
43277,China,8/17/22,2363469
43278,China,8/18/20,93675
43279,China,8/18/21,117329
43280,China,8/18/22,2372972
43281,China,8/19/20,93720
43282,China,8/19/21,117391
43283,China,8/19/22,2382169
43284,China,8/2/20,91864
43285,China,8/2/21,115619
43286,China,8/2/22,2270011
43287,China,8/20/20,93782
43288,China,8/20/21,117441
43289,China,8/20/22,2390686
43290,China,8/21/20,93851
43291,China,8/21/21,117493
43292,China,8/21/22,2397571
43293,China,8/22/20,93922
43294,China,8/22/21,117538
43295,China,8/22/22,2407635
43296,China,8/23/20,93978
43297,China,8/23/21,117591
43298,China,8/23/22,2416140
43299,China,8/24/20,94027
43300,China,8/24/21,117622
43301,China,8/24/22,2425558
43302,China,8/25/20,94077
43303,China,8/25/21,117661
43304,China,8/25/22,2435598
43305,China,8/26/20,94118
43306,China,8/26/21,117711
43307,China,8/26/22,2443816
43308,China,8/27/20,94166
43309,China,8/27/21,117768
43310,China,8/27/22,2452580
43311,China,8/28/20,94202
43312,China,8/28/21,117813
43313,China,8/28/22,2466054
43314,China,8/29/20,94236
43315,China,8/29/21,117859
43316,China,8/29/22,2476316
43317,China,8/3/20,91983
43318,China,8/3/21,115760
43319,China,8/3/22,2274979
43320,China,8/30/20,94272
43321,China,8/30/21,117919
43322,China,8/30/22,2486863
43323,China,8/31/20,94310
43324,China,8/31/21,117950
43325,China,8/31/22,2498088
43326,China,8/4/20,92109
43327,China,8/4/21,115854
43328,China,8/4/22,2280418
43329,China,8/5/20,92255
43330,China,8/5/21,116037
43331,China,8/5/22,2285355
43332,China,8/6/20,92406
43333,China,8/6/21,116198
43334,China,8/6/22,2290634
43335,China,8/7/20,92540
43336,China,8/7/21,116327
43337,China,8/7/22,2295769
43338,China,8/8/20,92646
43339,China,8/8/21,116460
43340,China,8/8/22,2300466
43341,China,8/9/20,92778
43342,China,8/9/21,116601
43343,China,8/9/22,2304661
43344,China,9/1/20,94363
43345,China,9/1/21,117991
43346,China,9/1/22,2510703
43347,China,9/10/20,94683
43348,China,9/10/21,118371
43349,China,9/10/22,2616674
43350,China,9/11/20,94722
43351,China,9/11/21,118437
43352,China,9/11/22,2626983
43353,China,9/12/20,94752
43354,China,9/12/21,118528
43355,China,9/12/22,2635990
43356,China,9/13/20,94851
43357,China,9/13/21,118646
43358,China,9/13/22,2644191
43359,China,9/14/20,94911
43360,China,9/14/21,118724
43361,China,9/14/22,2652714
43362,China,9/15/20,94934
43363,China,9/15/21,118808
43364,China,9/15/22,2661940
43365,China,9/16/20,94966
43366,China,9/16/21,118892
43367,China,9/16/22,2671881
43368,China,9/17/20,95021
43369,China,9/17/21,118958
43370,China,9/17/22,2680816
43371,China,9/18/20,95056
43372,China,9/18/21,119038
43373,China,9/18/22,2689291
43374,China,9/19/20,95103
43375,China,9/19/21,119101
43376,China,9/19/22,2696527
43377,China,9/2/20,94402
43378,China,9/2/21,118037
43379,China,9/2/22,2522721
43380,China,9/20/20,95159
43381,China,9/20/21,119188
43382,China,9/20/22,2702866
43383,China,9/21/20,95196
43384,China,9/21/21,119239
43385,China,9/21/22,2709291
43386,China,9/22/20,95229
43387,China,9/22/21,119290
43388,China,9/22/22,2716077
43389,China,9/23/20,95254
43390,China,9/23/21,119360
43391,China,9/23/22,2722353
43392,China,9/24/20,95289
43393,China,9/24/21,119418
43394,China,9/24/22,2728374
43395,China,9/25/20,95323
43396,China,9/25/21,119471
43397,China,9/25/22,2733103
43398,China,9/26/20,95368
43399,China,9/26/21,119526
43400,China,9/26/22,2737936
43401,China,9/27/20,95416
43402,China,9/27/21,119578
43403,China,9/27/22,2742421
43404,China,9/28/20,95452
43405,China,9/28/21,119624
43406,China,9/28/22,2747530
43407,China,9/29/20,95499
43408,China,9/29/21,119670
43409,China,9/29/22,2752556
43410,China,9/3/20,94445
43411,China,9/3/21,118082
43412,China,9/3/22,2533531
43413,China,9/30/20,95536
43414,China,9/30/21,119726
43415,China,9/30/22,2757442
43416,China,9/4/20,94491
43417,China,9/4/21,118126
43418,China,9/4/22,2547297
43419,China,9/5/20,94516
43420,China,9/5/21,118172
43421,China,9/5/22,2558905
43422,China,9/6/20,94565
43423,China,9/6/21,118223
43424,China,9/6/22,2569910
43425,China,9/7/20,94601
43426,China,9/7/21,118255
43427,China,9/7/22,2581660
43428,China,9/8/20,94621
43429,China,9/8/21,118296
43430,China,9/8/22,2594190
43431,China,9/9/20,94641
43432,China,9/9/21,118321
43433,China,9/9/22,2605616
100584,Japan,1/1/21,239005
100585,Japan,1/1/22,1733835
100586,Japan,1/1/23,29321601
100587,Japan,1/10/21,289144
100588,Japan,1/10/22,1772969
100589,Japan,1/10/23,30670001
100590,Japan,1/11/21,294050
100591,Japan,1/11/22,1779343
100592,Japan,1/11/23,30868874
100593,Japan,1/12/21,298647
100594,Japan,1/12/22,1792578
100595,Japan,1/12/23,31054346
100596,Japan,1/13/21,304564
100597,Japan,1/13/22,1811255
100598,Japan,1/13/23,31198423
100599,Japan,1/14/21,311220
100600,Japan,1/14/22,1833475
100601,Japan,1/14/23,31330494
100602,Japan,1/15/21,318393
100603,Japan,1/15/22,1859208
100604,Japan,1/15/23,31438775
100605,Japan,1/16/21,325435
100606,Japan,1/16/22,1884687
100607,Japan,1/16/23,31493153
100608,Japan,1/17/21,331195
100609,Japan,1/17/22,1905685
100610,Japan,1/17/23,31619952
100611,Japan,1/18/21,336132
100612,Japan,1/18/22,1938027
100613,Japan,1/18/23,31745060
100614,Japan,1/19/21,341467
100615,Japan,1/19/22,1979505
100616,Japan,1/19/23,31841452
100617,Japan,1/2/21,242076
100618,Japan,1/2/22,1734463
100619,Japan,1/2/23,29397865
100620,Japan,1/20/21,347029
100621,Japan,1/20/22,2025683
100622,Japan,1/20/23,31924066
100623,Japan,1/21/21,352693
100624,Japan,1/21/22,2075528
100625,Japan,1/21/23,32003020
100626,Japan,1/22/20,2
100627,Japan,1/22/21,357750
100628,Japan,1/22/22,2129939
100629,Japan,1/22/23,32067470
100630,Japan,1/23/20,2
100631,Japan,1/23/21,362476
100632,Japan,1/23/22,2179922
100633,Japan,1/23/23,32100041
100634,Japan,1/24/20,2
100635,Japan,1/24/21,366466
100636,Japan,1/24/22,2224761
100637,Japan,1/24/23,32193842
100638,Japan,1/25/20,2
100639,Japan,1/25/21,369229
100640,Japan,1/25/22,2287375
100641,Japan,1/25/23,32273196
100642,Japan,1/26/20,4
100643,Japan,1/26/21,373082
100644,Japan,1/26/22,2358972
100645,Japan,1/26/23,32333081
100646,Japan,1/27/20,4
100647,Japan,1/27/21,377056
100648,Japan,1/27/22,2437984
100649,Japan,1/27/23,32386992
100650,Japan,1/28/20,7
100651,Japan,1/28/21,381187
100652,Japan,1/28/22,2519772
100653,Japan,1/28/23,32441774
100654,Japan,1/29/20,7
100655,Japan,1/29/21,384725
100656,Japan,1/29/22,2604661
100657,Japan,1/29/23,32486503
100658,Japan,1/3/21,245242
100659,Japan,1/3/22,1735244
100660,Japan,1/3/23,29489769
100661,Japan,1/30/20,11
100662,Japan,1/30/21,388067
100663,Japan,1/30/22,2682767
100664,Japan,1/30/23,32507929
100665,Japan,1/31/20,15
100666,Japan,1/31/21,390740
100667,Japan,1/31/22,2743726
100668,Japan,1/31/23,32555047
100669,Japan,1/4/21,248585
100670,Japan,1/4/22,1736510
100671,Japan,1/4/23,29594073
100672,Japan,1/5/21,253534
100673,Japan,1/5/22,1738998
100674,Japan,1/5/23,29820977
100675,Japan,1/6/21,259583
100676,Japan,1/6/22,1743442
100677,Japan,1/6/23,30066519
100678,Japan,1/7/21,267225
100679,Japan,1/7/22,1749686
100680,Japan,1/7/23,30305173
100681,Japan,1/8/21,275182
100682,Japan,1/8/22,1758297
100683,Japan,1/8/23,30495711
100684,Japan,1/9/21,283036
100685,Japan,1/9/22,1766539
100686,Japan,1/9/23,30591019
100687,Japan,10/1/20,84212
100688,Japan,10/1/21,1706516
100689,Japan,10/1/22,21329519
100690,Japan,10/10/20,88921
100691,Japan,10/10/21,1714555
100692,Japan,10/10/22,21580581
100693,Japan,10/11/20,89357
100694,Japan,10/11/21,1714924
100695,Japan,10/11/22,21593704
100696,Japan,10/12/20,89635
100697,Japan,10/12/21,1715531
100698,Japan,10/12/22,21639209
100699,Japan,10/13/20,90133
100700,Japan,10/13/21,1716262
100701,Japan,10/13/22,21684899
100702,Japan,10/14/20,90685
100703,Japan,10/14/21,1716879
100704,Japan,10/14/22,21721504
100705,Japan,10/15/20,91393
100706,Japan,10/15/21,1717396
100707,Japan,10/15/22,21756642
100708,Japan,10/16/20,92032
100709,Japan,10/16/21,1717896
100710,Japan,10/16/22,21786304
100711,Japan,10/17/20,92655
100712,Japan,10/17/21,1718324
100713,Japan,10/17/22,21801676
100714,Japan,10/18/20,93085
100715,Japan,10/18/21,1718554
100716,Japan,10/18/22,21843970
100717,Japan,10/19/20,93401
100718,Japan,10/19/21,1718925
100719,Japan,10/19/22,21887525
100720,Japan,10/2/20,84754
100721,Japan,10/2/21,1707759
100722,Japan,10/2/22,21358831
100723,Japan,10/20/20,93882
100724,Japan,10/20/21,1719313
100725,Japan,10/20/22,21923635
100726,Japan,10/21/20,94497
100727,Japan,10/21/21,1719656
100728,Japan,10/21/22,21955228
100729,Japan,10/22/20,95113
100730,Japan,10/22/21,1719980
100731,Japan,10/22/22,21989401
100732,Japan,10/23/20,95858
100733,Japan,10/23/21,1720263
100734,Japan,10/23/22,22020274
100735,Japan,10/24/20,96584
100736,Japan,10/24/21,1720495
100737,Japan,10/24/22,22037126
100738,Japan,10/25/20,97077
100739,Japan,10/25/21,1720646
100740,Japan,10/25/22,22084832
100741,Japan,10/26/20,97487
100742,Japan,10/26/21,1720956
100743,Japan,10/26/22,22135126
100744,Japan,10/27/20,98133
100745,Japan,10/27/21,1721266
100746,Japan,10/27/22,22177863
100747,Japan,10/28/20,98864
100748,Japan,10/28/21,1721539
100749,Japan,10/28/22,22217117
100750,Japan,10/29/20,99672
100751,Japan,10/29/21,1721831
100752,Japan,10/29/22,22261640
100753,Japan,10/3/20,85328
100754,Japan,10/3/21,1708726
100755,Japan,10/3/22,21373998
100756,Japan,10/30/20,100446
100757,Japan,10/30/21,1722115
100758,Japan,10/30/22,22302251
100759,Japan,10/31/20,101323
100760,Japan,10/31/21,1722343
100761,Japan,10/31/22,22324592
100762,Japan,10/4/20,85728
100763,Japan,10/4/21,1709325
100764,Japan,10/4/22,21413721
100765,Japan,10/5/20,86007
100766,Japan,10/5/21,1710304
100767,Japan,10/5/22,21455079
100768,Japan,10/6/20,86507
100769,Japan,10/6/21,1711429
100770,Japan,10/6/22,21488519
100771,Japan,10/7/20,87013
100772,Japan,10/7/21,1712401
100773,Japan,10/7/22,21517962
100774,Japan,10/8/20,87640
100775,Japan,10/8/21,1713228
100776,Japan,10/8/22,21544747
100777,Japan,10/9/20,88243
100778,Japan,10/9/21,1714002
100779,Japan,10/9/22,21567543
100780,Japan,11/1/20,101936
100781,Japan,11/1/21,1722427
100782,Japan,11/1/22,22389872
100783,Japan,11/10/20,110449
100784,Japan,11/10/21,1724203
100785,Japan,11/10/22,22981382
100786,Japan,11/11/20,111993
100787,Japan,11/11/21,1724418
100788,Japan,11/11/22,23055475
100789,Japan,11/12/20,113652
100790,Japan,11/12/21,1724619
100791,Japan,11/12/22,23134961
100792,Japan,11/13/20,115356
100793,Japan,11/13/21,1724813
100794,Japan,11/13/22,23203855
100795,Japan,11/14/20,117091
100796,Japan,11/14/21,1724958
100797,Japan,11/14/22,23241410
100798,Japan,11/15/20,118530
100799,Japan,11/15/21,1725036
100800,Japan,11/15/22,23341236
100801,Japan,11/16/20,119480
100802,Japan,11/16/21,1725187
100803,Japan,11/16/22,23448938
100804,Japan,11/17/20,121180
100805,Japan,11/17/21,1725391
100806,Japan,11/17/22,23540544
100807,Japan,11/18/20,123374
100808,Japan,11/18/21,1725539
100809,Japan,11/18/22,23626318
100810,Japan,11/19/20,125759
100811,Japan,11/19/21,1725692
100812,Japan,11/19/22,23716205
100813,Japan,11/2/20,102423
100814,Japan,11/2/21,1722648
100815,Japan,11/2/22,22460268
100816,Japan,11/20/20,128180
100817,Japan,11/20/21,1725796
100818,Japan,11/20/22,23793927
100819,Japan,11/21/20,130772
100820,Japan,11/21/21,1725953
100821,Japan,11/21/22,23836351
100822,Japan,11/22/20,132931
100823,Japan,11/22/21,1726002
100824,Japan,11/22/22,23957587
100825,Japan,11/23/20,134449
100826,Japan,11/23/21,1726113
100827,Japan,11/23/22,24090948
100828,Japan,11/24/20,135678
100829,Japan,11/24/21,1726190
100830,Japan,11/24/22,24151056
100831,Japan,11/25/20,137620
100832,Japan,11/25/21,1726309
100833,Japan,11/25/22,24268896
100834,Japan,11/26/20,140120
100835,Japan,11/26/21,1726430
100836,Japan,11/26/22,24394223
100837,Japan,11/27/20,142651
100838,Japan,11/27/21,1726555
100839,Japan,11/27/22,24492699
100840,Japan,11/28/20,145326
100841,Japan,11/28/21,1726627
100842,Japan,11/28/22,24541816
100843,Japan,11/29/20,147388
100844,Japan,11/29/21,1726709
100845,Japan,11/29/22,24676912
100846,Japan,11/3/20,103288
100847,Japan,11/3/21,1722912
100848,Japan,11/3/22,22527741
100849,Japan,11/30/20,148824
100850,Japan,11/30/21,1726798
100851,Japan,11/30/22,24815308
100852,Japan,11/4/20,103912
100853,Japan,11/4/21,1723070
100854,Japan,11/4/22,22561805
100855,Japan,11/5/20,104960
100856,Japan,11/5/21,1723295
100857,Japan,11/5/22,22635975
100858,Japan,11/6/20,106103
100859,Japan,11/6/21,1723525
100860,Japan,11/6/22,22702372
100861,Japan,11/7/20,107436
100862,Japan,11/7/21,1723682
100863,Japan,11/7/22,22733994
100864,Japan,11/8/20,108386
100865,Japan,11/8/21,1723782
100866,Japan,11/8/22,22815395
100867,Japan,11/9/20,109166
100868,Japan,11/9/21,1723976
100869,Japan,11/9/22,22902805
100870,Japan,12/1/20,150857
100871,Japan,12/1/21,1726913
100872,Japan,12/1/22,24933509
100873,Japan,12/10/20,172290
100874,Japan,12/10/21,1728039
100875,Japan,12/10/22,25972791
100876,Japan,12/11/20,175085
100877,Japan,12/11/21,1728176
100878,Japan,12/11/22,26091965
100879,Japan,12/12/20,178122
100880,Japan,12/12/21,1728311
100881,Japan,12/12/22,26154301
100882,Japan,12/13/20,180505
100883,Japan,12/13/21,1728388
100884,Japan,12/13/22,26331295
100885,Japan,12/14/20,182186
100886,Japan,12/14/21,1728527
100887,Japan,12/14/22,26521902
100888,Japan,12/15/20,184612
100889,Japan,12/15/21,1728686
100890,Japan,12/15/22,26690393
100891,Japan,12/16/20,187608
100892,Japan,12/16/21,1728861
100893,Japan,12/16/22,26843995
100894,Japan,12/17/20,190817
100895,Japan,12/17/21,1729048
100896,Japan,12/17/22,27002378
100897,Japan,12/18/20,193654
100898,Japan,12/18/21,1729248
100899,Japan,12/18/22,27138615
100900,Japan,12/19/20,196643
100901,Japan,12/19/21,1729421
100902,Japan,12/19/22,27209536
100903,Japan,12/2/20,153289
100904,Japan,12/2/21,1727030
100905,Japan,12/2/22,25043437
100906,Japan,12/20/20,199134
100907,Japan,12/20/21,1729555
100908,Japan,12/20/22,27396606
100909,Japan,12/21/20,200945
100910,Japan,12/21/21,1729814
100911,Japan,12/21/22,27603549
100912,Japan,12/22/20,203639
100913,Japan,12/22/21,1730065
100914,Japan,12/22/22,27787924
100915,Japan,12/23/20,206915
100916,Japan,12/23/21,1730353
100917,Japan,12/23/22,27961260
100918,Japan,12/24/20,210661
100919,Japan,12/24/21,1730699
100920,Japan,12/24/22,28138882
100921,Japan,12/25/20,214493
100922,Japan,12/25/21,1731018
100923,Japan,12/25/22,28288547
100924,Japan,12/26/20,218378
100925,Japan,12/26/21,1731281
100926,Japan,12/26/22,28365803
100927,Japan,12/27/20,221322
100928,Japan,12/27/21,1731495
100929,Japan,12/27/22,28570146
100930,Japan,12/28/20,223719
100931,Japan,12/28/21,1731808
100932,Japan,12/28/22,28786365
100933,Japan,12/29/20,227346
100934,Japan,12/29/21,1732275
100935,Japan,12/29/22,28978428
100936,Japan,12/3/20,155806
100937,Japan,12/3/21,1727188
100938,Japan,12/3/22,25153028
100939,Japan,12/30/20,231217
100940,Japan,12/30/21,1732810
100941,Japan,12/30/22,29127212
100942,Japan,12/31/20,235749
100943,Japan,12/31/21,1733307
100944,Japan,12/31/22,29234677
100945,Japan,12/4/20,158258
100946,Japan,12/4/21,1727308
100947,Japan,12/4/22,25242594
100948,Japan,12/5/20,160766
100949,Japan,12/5/21,1727412
100950,Japan,12/5/22,25290215
100951,Japan,12/6/20,162804
100952,Japan,12/6/21,1727493
100953,Japan,12/6/22,25427492
100954,Japan,12/7/20,164335
100955,Japan,12/7/21,1727604
100956,Japan,12/7/22,25576875
100957,Japan,12/8/20,166511
100958,Japan,12/8/21,1727739
100959,Japan,12/8/22,25709940
100960,Japan,12/9/20,169321
100961,Japan,12/9/21,1727893
100962,Japan,12/9/22,25837030
100963,Japan,2/1/20,20
100964,Japan,2/1/21,392533
100965,Japan,2/1/22,2825414
100966,Japan,2/1/23,32610584
100967,Japan,2/10/20,26
100968,Japan,2/10/21,411017
100969,Japan,2/10/22,3681890
100970,Japan,2/10/23,32930382
100971,Japan,2/11/20,27
100972,Japan,2/11/21,412707
100973,Japan,2/11/22,3780239
100974,Japan,2/11/23,32957753
100975,Japan,2/12/20,28
100976,Japan,2/12/21,414007
100977,Japan,2/12/22,3848672
100978,Japan,2/12/23,32971493
100979,Japan,2/13/20,33
100980,Japan,2/13/21,415367
100981,Japan,2/13/22,3926107
100982,Japan,2/13/23,32980916
100983,Japan,2/14/20,43
100984,Japan,2/14/21,416729
100985,Japan,2/14/22,3986217
100986,Japan,2/14/23,33012986
100987,Japan,2/15/20,54
100988,Japan,2/15/21,417694
100989,Japan,2/15/22,4070412
100990,Japan,2/15/23,33041758
100991,Japan,2/16/20,60
100992,Japan,2/16/21,419002
100993,Japan,2/16/22,4161342
100994,Japan,2/16/23,33063105
100995,Japan,2/17/20,67
100996,Japan,2/17/21,420450
100997,Japan,2/17/22,4256522
100998,Japan,2/17/23,33081711
100999,Japan,2/18/20,79
101000,Japan,2/18/21,421986
101001,Japan,2/18/22,4344220
101002,Japan,2/18/23,33098835
101003,Japan,2/19/20,85
101004,Japan,2/19/21,423287
101005,Japan,2/19/22,4425739
101006,Japan,2/19/23,33113074
101007,Japan,2/2/20,20
101008,Japan,2/2/21,394857
101009,Japan,2/2/22,2920300
101010,Japan,2/2/23,32655883
101011,Japan,2/20/20,95
101012,Japan,2/20/21,424520
101013,Japan,2/20/22,4497233
101014,Japan,2/20/23,33120094
101015,Japan,2/21/20,112
101016,Japan,2/21/21,425552
101017,Japan,2/21/22,4549142
101018,Japan,2/21/23,33139504
101019,Japan,2/22/20,137
101020,Japan,2/22/21,426292
101021,Japan,2/22/22,4618759
101022,Japan,2/22/23,33158158
101023,Japan,2/23/20,149
101024,Japan,2/23/21,427373
101025,Japan,2/23/22,4699110
101026,Japan,2/23/23,33173351
101027,Japan,2/24/20,160
101028,Japan,2/24/21,428294
101029,Japan,2/24/22,4760332
101030,Japan,2/24/23,33179863
101031,Japan,2/25/20,173
101032,Japan,2/25/21,429370
101033,Japan,2/25/22,4825972
101034,Japan,2/25/23,33194709
101035,Japan,2/26/20,192
101036,Japan,2/26/21,430424
101037,Japan,2/26/22,4898120
101038,Japan,2/26/23,33207108
101039,Japan,2/27/20,218
101040,Japan,2/27/21,431637
101041,Japan,2/27/22,4961816
101042,Japan,2/27/23,33212438
101043,Japan,2/28/20,236
101044,Japan,2/28/21,432636
101045,Japan,2/28/22,5012908
101046,Japan,2/28/23,33227230
101047,Japan,2/29/20,245
101048,Japan,2/3/20,20
101049,Japan,2/3/21,397491
101050,Japan,2/3/22,3024742
101051,Japan,2/3/23,32695807
101052,Japan,2/4/20,22
101053,Japan,2/4/21,400069
101054,Japan,2/4/22,3122919
101055,Japan,2/4/23,32734388
101056,Japan,2/5/20,23
101057,Japan,2/5/21,402439
101058,Japan,2/5/22,3225194
101059,Japan,2/5/23,32766847
101060,Japan,2/6/20,23
101061,Japan,2/6/21,404716
101062,Japan,2/6/22,3315180
101063,Japan,2/6/23,32782459
101064,Japan,2/7/20,23
101065,Japan,2/7/21,406346
101066,Japan,2/7/22,3383184
101067,Japan,2/7/23,32827214
101068,Japan,2/8/20,24
101069,Japan,2/8/21,407563
101070,Japan,2/8/22,3484368
101071,Japan,2/8/23,32868798
101072,Japan,2/9/20,24
101073,Japan,2/9/21,409131
101074,Japan,2/9/22,3582167
101075,Japan,2/9/23,32901767
101076,Japan,3/1/20,259
101077,Japan,3/1/21,433334
101078,Japan,3/1/22,5078276
101079,Japan,3/1/23,33241180
101080,Japan,3/10/20,585
101081,Japan,3/10/21,442936
101082,Japan,3/10/22,5618325
101083,Japan,3/11/20,640
101084,Japan,3/11/21,444253
101085,Japan,3/11/22,5674311
101086,Japan,3/12/20,696
101087,Japan,3/12/21,445524
101088,Japan,3/12/22,5729537
101089,Japan,3/13/20,733
101090,Japan,3/13/21,446843
101091,Japan,3/13/22,5780484
101092,Japan,3/14/20,795
101093,Japan,3/14/21,447830
101094,Japan,3/14/22,5812843
101095,Japan,3/15/20,826
101096,Japan,3/15/21,448525
101097,Japan,3/15/22,5863778
101098,Japan,3/16/20,843
101099,Japan,3/16/21,449658
101100,Japan,3/16/22,5921690
101101,Japan,3/17/20,893
101102,Japan,3/17/21,451191
101103,Japan,3/17/22,5975168
101104,Japan,3/18/20,928
101105,Japan,3/18/21,452688
101106,Japan,3/18/22,6024350
101107,Japan,3/19/20,968
101108,Japan,3/19/21,454151
101109,Japan,3/19/22,6068943
101110,Japan,3/2/20,278
101111,Japan,3/2/21,434222
101112,Japan,3/2/22,5150876
101113,Japan,3/2/23,33252686
101114,Japan,3/20/20,1022
101115,Japan,3/20/21,455667
101116,Japan,3/20/22,6108503
101117,Japan,3/21/20,1059
101118,Japan,3/21/21,456785
101119,Japan,3/21/22,6136069
101120,Japan,3/22/20,1104
101121,Japan,3/22/21,457601
101122,Japan,3/22/22,6156221
101123,Japan,3/23/20,1144
101124,Japan,3/23/21,459101
101125,Japan,3/23/22,6197583
101126,Japan,3/24/20,1217
101127,Japan,3/24/21,461018
101128,Japan,3/24/22,6247334
101129,Japan,3/25/20,1314
101130,Japan,3/25/21,462933
101131,Japan,3/25/22,6294771
101132,Japan,3/26/20,1416
101133,Japan,3/26/21,464958
101134,Japan,3/26/22,6342100
101135,Japan,3/27/20,1530
101136,Japan,3/27/21,467029
101137,Japan,3/27/22,6385448
101138,Japan,3/28/20,1728
101139,Japan,3/28/21,468811
101140,Japan,3/28/22,6415168
101141,Japan,3/29/20,1907
101142,Japan,3/29/21,470156
101143,Japan,3/29/22,6459761
101144,Japan,3/3/20,298
101145,Japan,3/3/21,435465
101146,Japan,3/3/22,5221144
101147,Japan,3/3/23,33263208
101148,Japan,3/30/20,2001
101149,Japan,3/30/21,472243
101150,Japan,3/30/22,6513370
101151,Japan,3/31/20,2255
101152,Japan,3/31/21,475086
101153,Japan,3/31/22,6565019
101154,Japan,3/4/20,333
101155,Japan,3/4/21,436634
101156,Japan,3/4/22,5284831
101157,Japan,3/4/23,33273639
101158,Japan,3/5/20,365
101159,Japan,3/5/21,437782
101160,Japan,3/5/22,5348422
101161,Japan,3/5/23,33282370
101162,Japan,3/6/20,420
101163,Japan,3/6/21,438825
101164,Japan,3/6/22,5402455
101165,Japan,3/6/23,33286633
101166,Japan,3/7/20,466
101167,Japan,3/7/21,439896
101168,Japan,3/7/22,5439457
101169,Japan,3/7/23,33298799
101170,Japan,3/8/20,499
101171,Japan,3/8/21,440496
101172,Japan,3/8/22,5493395
101173,Japan,3/8/23,33310604
101174,Japan,3/9/20,527
101175,Japan,3/9/21,441623
101176,Japan,3/9/22,5557262
101177,Japan,3/9/23,33320438
101178,Japan,4/1/20,2535
101179,Japan,4/1/21,477691
101180,Japan,4/1/22,6614278
101181,Japan,4/10/20,6250
101182,Japan,4/10/21,504118
101183,Japan,4/10/22,7049807
101184,Japan,4/11/20,6951
101185,Japan,4/11/21,506954
101186,Japan,4/11/22,7082903
101187,Japan,4/12/20,7473
101188,Japan,4/12/21,509058
101189,Japan,4/12/22,7132975
101190,Japan,4/13/20,7773
101191,Japan,4/13/21,512510
101192,Japan,4/13/22,7190641
101193,Japan,4/14/20,8277
101194,Japan,4/14/21,516817
101195,Japan,4/14/22,7245842
101196,Japan,4/15/20,8835
101197,Japan,4/15/21,521386
101198,Japan,4/15/22,7295539
101199,Japan,4/16/20,9398
101200,Japan,4/16/21,525910
101201,Japan,4/16/22,7343063
101202,Japan,4/17/20,9958
101203,Japan,4/17/21,530703
101204,Japan,4/17/22,7382268
101205,Japan,4/18/20,10548
101206,Japan,4/18/21,534787
101207,Japan,4/18/22,7406848
101208,Japan,4/19/20,10914
101209,Japan,4/19/21,537690
101210,Japan,4/19/22,7447674
101211,Japan,4/2/20,2818
101212,Japan,4/2/21,480445
101213,Japan,4/2/22,6663087
101214,Japan,4/20/20,11258
101215,Japan,4/20/21,542040
101216,Japan,4/20/22,7495555
101217,Japan,4/21/20,11641
101218,Japan,4/21/21,547326
101219,Japan,4/21/22,7542666
101220,Japan,4/22/20,12037
101221,Japan,4/22/21,552818
101222,Japan,4/22/22,7585564
101223,Japan,4/23/20,12469
101224,Japan,4/23/21,557922
101225,Japan,4/23/22,7629456
101226,Japan,4/24/20,12854
101227,Japan,4/24/21,563517
101228,Japan,4/24/22,7668131
101229,Japan,4/25/20,13186
101230,Japan,4/25/21,568116
101231,Japan,4/25/22,7692973
101232,Japan,4/26/20,13405
101233,Japan,4/26/21,571430
101234,Japan,4/26/22,7733523
101235,Japan,4/27/20,13576
101236,Japan,4/27/21,576391
101237,Japan,4/27/22,7779777
101238,Japan,4/28/20,13860
101239,Japan,4/28/21,582174
101240,Japan,4/28/22,7821448
101241,Japan,4/29/20,14076
101242,Japan,4/29/21,588087
101243,Japan,4/29/22,7858117
101244,Japan,4/3/20,3154
101245,Japan,4/3/21,483217
101246,Japan,4/3/22,6710303
101247,Japan,4/30/20,14284
101248,Japan,4/30/21,592771
101249,Japan,4/30/22,7883149
101250,Japan,4/4/20,3525
101251,Japan,4/4/21,485684
101252,Japan,4/4/22,6740558
101253,Japan,4/5/20,3876
101254,Japan,4/5/21,487255
101255,Japan,4/5/22,6786356
101256,Japan,4/6/20,4110
101257,Japan,4/6/21,489921
101258,Japan,4/6/22,6841117
101259,Japan,4/7/20,4485
101260,Japan,4/7/21,493369
101261,Japan,4/7/22,6895996
101262,Japan,4/8/20,5020
101263,Japan,4/8/21,496865
101264,Japan,4/8/22,6948130
101265,Japan,4/9/20,5614
101266,Japan,4/9/21,500353
101267,Japan,4/9/22,7000759
101268,Japan,5/1/20,14558
101269,Japan,5/1/21,598754
101270,Japan,5/1/22,7910179
101271,Japan,5/10/20,15824
101272,Japan,5/10/21,646440
101273,Japan,5/10/22,8180756
101274,Japan,5/11/20,15861
101275,Japan,5/11/21,652675
101276,Japan,5/11/22,8227154
101277,Japan,5/12/20,15948
101278,Japan,5/12/21,659726
101279,Japan,5/12/22,8268802
101280,Japan,5/13/20,15998
101281,Japan,5/13/21,666600
101282,Japan,5/13/22,8308372
101283,Japan,5/14/20,16096
101284,Japan,5/14/21,672862
101285,Japan,5/14/22,8347702
101286,Japan,5/15/20,16148
101287,Japan,5/15/21,679279
